Date;Time;instr;price;volume;Exchg;Sales;Corr;Seq;Stop;Source;TRF;Excl;Filter
11.01.2011;10:07:53.023;QUOTE;20.12;100;K;@;0;336533;N;C;;;
11.01.2011;10:10:55.685;ASX;20.13;100;Z;F;0;356403;N;C;;;
11.01.2011;10:10:55.701;ASX.IBM;20.13;700;Z;F;0;356404;N;C;;;
11.01.2011;10:10:55.715;ASX.TSLA;20.13;550;Z;F;0;356405;N;C;;;
11.01.2011;10:10:55.719;NAB;20.13;100;K;F;0;356408;N;C;;;
11.01.2011;10:10:56.910;WBC;20.29;100;Z;@;0;356578;N;C;;;
11.01.2011;10:10:57.014;WOW;20.3;285;K;@;0;356604;N;C;;;
11.01.2011;10:10:57.132;ASX.WOW;20.35;100;N;@;0;356611;N;C;;;
11.01.2011;10:10:57.348;ASX.QBE;20.35;1065;D;@;0;356622;N;C;T;;
11.01.2011;10:11:27.616;COL;20.23;100;Z;@;0;361050;N;C;;;
11.01.2011;10:11:29.277;MYER;20.33;100;K;@;0;361169;N;C;;;
11.01.2011;10:11:31.324;BNGS;20.18;100;K;@;0;361555;N;C;;;
11.01.2011;10:11:31.498;ASX.BNGS;20.18;100;T;@;0;361557;N;C;;;
11.01.2011;10:11:31.636;LUM;20.18;100;T;@;0;361577;N;C;;;
11.01.2011;10:11:32.603;LUMI;20.18;100;T;@;0;362069;N;C;;;
11.01.2011;10:11:33.435;FNX;20.18;1000;D;@;0;362251;N;C;T;;
11.01.2011;10:12:45.482;FTC;20.18;500;T;F;0;370959;N;C;;;
11.01.2011;10:12:54.712;ATR;20.35;100;P;F;0;371757;N;C;;;
11.01.2011;10:12:54.714;VER;20.35;100;K;F;0;371758;N;C;;;
11.01.2011;10:17:30.605;IBM;20.24;200;N;@;0;397693;N;C;;;
11.01.2011;10:17:30.605;ABCDEFGH;20.24;100;N;@;0;397694;N;C;;;
11.01.2011;10:17:38.276;APPL;20.2;100;N;F;0;398526;N;C;;;
11.01.2011;10:17:38.278;TSLA;20.2;100;N;F;0;398528;N;C;;;
11.01.2011;10:17:38.282;QAN;20.23;100;K;F;0;398532;N;C;;;
11.01.2011;10:21:26.284;BHP;20.16;100;K;F;0;419690;N;C;;;
11.01.2011;10:22:38.155;BHP1;20.2;100;N;F;0;425466;N;C;;;
11.01.2011;10:23:06.164;BHP2;20.2;100;N;F;0;427500;N;C;;;
11.01.2011;10:23:14.513;BHP3;20.2;100;N;F;0;428208;N;C;;;
11.01.2011;10:23:15.665;QBE;20.24;100;Z;@;0;428252;N;C;;;
11.01.2011;10:23:15.721;MAN;20.27;100;P;F;0;428266;N;C;;;
11.01.2011;10:23:15.723;ALB;20.27;100;Z;F;0;428267;N;C;;;
11.01.2011;10:23:15.725;QUOTE;20.2;100;K;F;0;428268;N;C;;;
11.01.2011;10:23:33.174;ASX;20.34;100;N;F;0;429338;N;C;;;
11.01.2011;10:24:06.185;ASX.IBM;20.34;100;K;F;0;433269;N;C;;;
11.01.2011;10:24:43.146;ASX.TSLA;20.34;100;K;F;0;436038;N;C;;;
11.01.2011;10:24:43.202;NAB;20.28;100;N;@;0;436043;N;C;;;
11.01.2011;10:25:26.143;WBC;20.35;100;N;F;0;441906;N;C;;;
11.01.2011;10:25:50.160;WOW;20.35;300;N;@;0;444594;N;C;;;
11.01.2011;10:25:50.166;ASX.WOW;20.35;500;N;F;0;444595;N;C;;;
11.01.2011;10:25:51.107;ASX.QBE;20.35;300;N;@;0;444744;N;C;;;
11.01.2011;10:26:01.159;COL;20.35;100;N;F;0;445667;N;C;;;
11.01.2011;10:26:34.194;MYER;20.35;100;N;F;0;449372;N;C;;;
11.01.2011;10:26:39.791;BNGS;20.35;400;N;@;0;450074;N;C;;;
11.01.2011;10:26:43.338;ASX.BNGS;20.35;100;K;@;0;450297;N;C;;;
11.01.2011;10:26:53.599;LUM;20.53;100;K;F;0;451446;N;C;;;
11.01.2011;10:27:00.161;LUMI;20.62;100;N;F;0;452346;N;C;;;
11.01.2011;10:27:05.473;FNX;20.75;100;T;@;0;453032;N;C;;;
11.01.2011;10:27:15.951;FTC;20.65;300;N;@;0;453813;N;C;;;
11.01.2011;10:27:16.021;ATR;20.65;100;Y;@;0;453817;N;C;;;
11.01.2011;10:27:19.054;VER;20.64;100;N;@;0;454190;N;C;;;
11.01.2011;10:27:19.054;IBM;20.64;100;N;@;0;454191;N;C;;;
11.01.2011;10:28:04.477;ABCDEFGH;20.66;100;N;@;0;457122;N;C;;;
11.01.2011;10:29:04.147;APPL;20.86;100;N;F;0;461902;N;C;;;
11.01.2011;10:29:14.178;TSLA;20.87;100;N;F;0;462973;N;C;;;
11.01.2011;10:29:20.369;QAN;20.69;600;D;@;0;463309;N;C;T;;
11.01.2011;10:29:33.343;BHP;20.73;100;K;@;0;464616;N;C;;;
11.01.2011;10:30:26.378;BHP1;20.78;100;K;@;0;468319;N;C;;;
11.01.2011;10:30:28.142;BHP2;20.91;100;K;F;0;468397;N;C;;;
11.01.2011;10:31:22.157;BHP3;20.96;100;Z;F;0;473547;N;C;;;
11.01.2011;10:31:22.157;QBE;20.96;100;Z;F;0;473548;N;C;;;
11.01.2011;10:33:04.204;MAN;20.95;100;N;F;0;482093;N;C;;;
11.01.2011;10:33:04.216;ALB;20.96;100;N;F;0;482094;N;C;;;
11.01.2011;10:35:38.151;QUOTE;20.96;100;N;F;0;492771;N;C;;;
11.01.2011;10:35:46.676;ASX;20.85;100;N;F;0;493483;N;C;;;
11.01.2011;10:35:46.676;ASX.IBM;20.85;200;N;F;0;493484;N;C;;;
11.01.2011;10:35:46.678;ASX.TSLA;20.85;100;K;F;0;493485;N;C;;;
11.01.2011;10:35:46.680;NAB;20.85;100;K;F;0;493486;N;C;;;
11.01.2011;10:35:46.700;WBC;20.865;200;Z;@;0;493487;N;C;;;
11.01.2011;10:35:46.700;WOW;20.865;300;P;@;0;493488;N;C;;;
11.01.2011;10:35:47.506;ASX.WOW;20.75;100;N;@;0;493540;N;C;;;
11.01.2011;10:39:07.749;ASX.QBE;20.678;150;D;@;0;512731;N;C;T;;
11.01.2011;10:40:30.777;COL;20.68;100;Z;F;0;519494;N;C;;;
11.01.2011;10:40:30.777;MYER;20.68;100;Z;F;0;519495;N;C;;;
11.01.2011;10:40:30.777;BNGS;20.68;100;Z;F;0;519496;N;C;;;
11.01.2011;10:40:30.779;ASX.BNGS;20.68;100;N;F;0;519498;N;C;;;
11.01.2011;10:40:30.793;LUM;20.54;100;N;F;0;519500;N;C;;;
11.01.2011;10:40:47.565;LUMI;20.565;100;P;@;0;520502;N;C;;;
11.01.2011;10:40:47.653;FNX;20.42;105;D;@;0;520503;N;C;T;;
11.01.2011;10:40:47.682;FTC;20.41;100;N;F;0;520504;N;C;;;
11.01.2011;10:41:40.381;ATR;20.4668;112;D;@;0;523531;N;C;T;;
11.01.2011;10:44:17.110;VER;20.58;185;N;F;0;534315;N;C;;;
11.01.2011;10:45:16.348;IBM;20.531;400;D;@;0;538425;N;C;T;;
11.01.2011;10:45:51.989;ABCDEFGH;20.58;100;N;@;0;540226;N;C;;;
11.01.2011;10:45:52.107;APPL;20.58;100;P;@;0;540233;N;C;;;
11.01.2011;10:45:52.111;TSLA;20.58;100;K;@;0;540235;N;C;;;
11.01.2011;10:45:52.431;QAN;20.85;450;D;@;0;540249;N;C;T;;
11.01.2011;10:45:53.402;BHP;20.55;100;J;@;0;540272;N;C;;;
11.01.2011;10:46:32.243;BHP1;20.74;100;B;F;0;542420;N;C;;;
11.01.2011;10:46:59.520;BHP2;20.74;100;K;F;0;545616;N;C;;;
11.01.2011;10:46:59.523;BHP3;20.77;100;N;F;0;545617;N;C;;;
11.01.2011;10:48:43.131;QBE;20.85;100;Z;F;0;552300;N;C;;;
11.01.2011;10:48:43.131;MAN;20.85;100;N;F;0;552301;N;C;;;
11.01.2011;10:48:43.131;ALB;20.85;100;K;F;0;552302;N;C;;;
11.01.2011;10:49:18.122;QUOTE;20.81;100;K;@;0;554258;N;C;;;
11.01.2011;10:49:28.659;ASX;20.85;100;N;F;0;555385;N;C;;;
11.01.2011;10:49:28.659;ASX.IBM;20.85;1005;N;F;0;555386;N;C;;;
11.01.2011;10:49:29.348;ASX.TSLA;20.836;100;D;@;0;555402;N;C;T;;
11.01.2011;10:49:29.656;NAB;20.836;1005;D;@;0;555409;N;C;T;;
11.01.2011;10:49:30.252;WBC;20.836;300;D;@;0;555423;N;C;T;;
11.01.2011;10:50:03.275;WOW;20.8495;100;D;@;0;557587;N;C;T;;
11.01.2011;10:50:17.155;ASX.WOW;20.78;100;K;@;0;558790;N;C;;;
11.01.2011;10:50:18.155;ASX.QBE;20.78;100;P;@;0;558855;N;C;;;
11.01.2011;10:50:18.155;COL;20.78;100;Z;@;0;558856;N;C;;;
11.01.2011;10:50:32.182;MYER;20.78;100;K;@;0;559501;N;C;;;
11.01.2011;10:50:52.183;BNGS;20.78;200;K;@;0;560676;N;C;;;
11.01.2011;10:54:08.246;ASX.BNGS;20.8395;100;D;@;0;574537;N;C;T;;
11.01.2011;10:54:31.322;LUM;20.8;100;K;@;0;576312;N;C;;;
11.01.2011;10:54:31.324;LUMI;20.8;100;K;@;0;576316;N;C;;;
11.01.2011;10:54:34.452;FNX;20.78;100;Z;@;0;576801;N;C;;;
11.01.2011;10:56:23.449;FTC;20.823;125;D;@;0;589598;N;C;T;;
11.01.2011;10:56:49.449;ATR;20.81;100;K;@;0;591512;N;C;;;
11.01.2011;10:56:54.627;VER;20.78;100;Z;F;0;592004;N;C;;;
11.01.2011;10:56:54.627;IBM;20.75;100;N;F;0;592005;N;C;;;
11.01.2011;10:59:00.522;ABCDEFGH;20.75;125;N;F;0;602573;N;C;;;
11.01.2011;10:59:40.597;APPL;20.74;100;K;F;0;604906;N;C;;;
11.01.2011;11:00:32.599;TSLA;20.71;100;N;@;0;609307;N;C;;;
11.01.2011;11:12:54.808;QAN;20.65;100;Z;@;0;658782;N;C;;;
11.01.2011;11:12:54.906;BHP;20.65;300;D;@;0;658800;N;C;T;;
11.01.2011;11:17:14.095;BHP1;20.64;100;K;F;0;672694;N;C;;;
11.01.2011;11:17:14.095;BHP2;20.64;100;K;F;0;672695;N;C;;;
11.01.2011;11:17:14.097;BHP3;20.64;100;K;F;0;672696;N;C;;;
11.01.2011;11:17:14.097;QBE;20.64;100;K;F;0;672697;N;C;;;
11.01.2011;11:17:14.099;MAN;20.52;100;T;F;0;672698;N;C;;;
11.01.2011;11:17:14.101;ALB;20.52;100;B;F;0;672699;N;C;;;
11.01.2011;11:17:14.105;QUOTE;20.52;100;N;F;0;672701;N;C;;;
11.01.2011;11:17:14.109;ASX;20.51;100;P;F;0;672702;N;C;;;
11.01.2011;11:17:14.153;ASX.IBM;20.64;100;D;@;0;672703;N;C;T;;
11.01.2011;11:17:26.623;ASX.TSLA;20.57;100;K;@;0;673601;N;C;;;
11.01.2011;11:18:45.991;NAB;20.51;100;P;F;0;678903;N;C;;;
11.01.2011;11:18:45.993;WBC;20.51;100;N;F;0;678904;N;C;;;
11.01.2011;11:18:46.881;WOW;20.51;100;P;@;0;678936;N;C;;;
11.01.2011;11:22:08.578;ASX.WOW;20.61;100;K;F;0;693851;N;C;;;
11.01.2011;11:28:52.218;ASX.QBE;20.58;100;K;@;0;721378;N;C;;;
11.01.2011;11:29:41.856;COL;20.5;100;N;F;0;724474;N;C;;;
11.01.2011;11:29:41.856;MYER;20.5;107;N;F;0;724475;N;C;;;
11.01.2011;11:29:41.856;BNGS;20.54;100;K;F;0;724476;N;C;;;
11.01.2011;11:30:25.897;ASX.BNGS;20.34;100;N;F;0;726888;N;C;;;
11.01.2011;11:30:40.404;LUM;20.34;100;T;@;0;729188;N;C;;;
11.01.2011;11:30:40.404;LUMI;20.34;100;N;@;0;729189;N;C;;;
11.01.2011;11:31:32.547;FNX;20.3707;1000;D;@;0;733524;N;C;T;;
11.01.2011;11:33:09.465;FTC;20.38;100;N;@;0;740242;N;C;;;
11.01.2011;11:33:24.480;ATR;20.38;100;N;@;0;741477;N;C;;;
11.01.2011;11:36:46.302;VER;20.4;100;N;@;0;761788;N;C;;;
11.01.2011;11:36:46.302;IBM;20.42;100;K;F;0;761789;N;C;;;
11.01.2011;11:36:46.302;ABCDEFGH;20.4;100;N;@;0;761790;N;C;;;
11.01.2011;11:36:46.304;APPL;20.42;100;K;F;0;761791;N;C;;;
11.01.2011;11:37:23.130;TSLA;20.3;100;P;@;0;764511;N;C;;;
11.01.2011;11:39:44.462;QAN;20.37;100;K;@;0;773892;N;C;;;
11.01.2011;11:40:20.459;BHP;20.37;100;K;F;0;776248;N;C;;;
11.01.2011;11:48:27.260;BHP1;20.31;100;K;F;0;806201;N;C;;;
11.01.2011;11:48:53.396;BHP2;20.18;100;K;@;0;808065;N;C;;;
11.01.2011;11:50:38.546;BHP3;20.15;100;K;F;0;819221;N;C;;;
11.01.2011;11:51:13.828;QBE;20.108;200;D;@;0;822491;N;C;T;;
11.01.2011;11:53:48.923;MAN;20.14;100;K;@;0;838546;N;C;;;
11.01.2011;11:57:03.591;ALB;20.11;100;K;F;0;853166;N;C;;;
11.01.2011;11:58:11.604;QUOTE;20.08;100;N;@;0;856150;N;C;;;
11.01.2011;12:01:04.604;ASX;20;100;K;F;0;867468;N;C;;;
11.01.2011;12:02:48.044;ASX.IBM;20;100;N;F;0;876803;N;C;;;
11.01.2011;12:04:01.389;ASX.TSLA;19.98;100;K;@;0;883568;N;C;;;
11.01.2011;12:05:19.003;NAB;19.98;100;T;@;0;889692;N;C;;;
11.01.2011;12:05:20.003;WBC;19.98;100;K;F;0;889745;N;C;;;
11.01.2011;12:05:20.005;WOW;19.98;200;K;F;0;889746;N;C;;;
11.01.2011;12:05:20.127;ASX.WOW;19.98;100;D;@;0;889748;N;C;T;;
11.01.2011;12:05:20.545;ASX.QBE;19.98;100;D;@;0;889771;N;C;T;;
11.01.2011;12:05:58.983;COL;19.98;100;C;F;0;892372;N;C;;;
11.01.2011;12:05:58.983;MYER;19.98;600;C;F;0;892373;N;C;;;
11.01.2011;12:05:59.249;BNGS;19.98;100;D;@;0;892384;N;C;T;;
11.01.2011;12:06:00.221;ASX.BNGS;19.98;100;C;F;0;892449;N;C;;;
11.01.2011;12:06:00.221;LUM;19.98;100;C;F;0;892450;N;C;;;
11.01.2011;12:06:05.720;LUMI;19.9;100;Z;@;0;893424;N;C;;;
11.01.2011;12:06:52.011;FNX;19.87;100;N;@;0;898069;N;C;;;
11.01.2011;12:06:52.025;FTC;19.67;100;P;F;0;898072;N;C;;;
11.01.2011;12:06:52.029;ATR;19.68;100;T;F;0;898073;N;C;;;
11.01.2011;12:06:52.029;VER;19.68;100;N;F;0;898074;N;C;;;
11.01.2011;12:06:52.029;IBM;19.61;100;N;F;0;898075;N;C;;;
11.01.2011;12:06:52.037;ABCDEFGH;19.69;100;Z;F;0;898076;N;C;;;
11.01.2011;12:06:52.037;APPL;19.6;300;K;F;0;898077;N;C;;;
11.01.2011;12:06:52.039;TSLA;19.68;100;T;F;0;898078;N;C;;;
11.01.2011;12:06:52.039;QAN;19.68;200;Z;F;0;898079;N;C;;;
11.01.2011;12:06:52.039;BHP;19.68;100;P;F;0;898080;N;C;;;
11.01.2011;12:06:52.045;BHP1;19.62;100;T;F;0;898081;N;C;;;
11.01.2011;12:06:52.047;BHP2;19.61;100;P;F;0;898083;N;C;;;
11.01.2011;12:06:52.047;BHP3;19.61;100;Z;F;0;898084;N;C;;;
11.01.2011;12:06:52.049;QBE;19.8701;100;D;@;0;898086;N;C;T;;
11.01.2011;12:06:52.051;MAN;19.6;200;N;F;0;898087;N;C;;;
11.01.2011;12:06:52.071;ALB;19.59;300;N;@;0;898088;N;C;;;
11.01.2011;12:06:52.075;QUOTE;19.55;100;P;@;0;898089;N;C;;;
11.01.2011;12:06:52.077;ASX;19.55;100;P;@;0;898090;N;C;;;
11.01.2011;12:06:52.287;ASX.IBM;19.66;100;N;@;0;898093;N;C;;;
11.01.2011;12:06:52.289;ASX.TSLA;19.54;100;Z;@;0;898094;N;C;;;
11.01.2011;12:06:52.291;NAB;19.54;100;N;@;0;898095;N;C;;;
11.01.2011;12:06:52.549;WBC;19.48;200;P;@;0;898099;N;C;;;
11.01.2011;12:06:52.551;WOW;19.48;800;K;@;0;898100;N;C;;;
11.01.2011;12:06:52.650;ASX.WOW;19.37;2224;D;@;0;898113;N;C;T;;
11.01.2011;12:07:40.471;ASX.QBE;19.56;100;P;@;0;901245;N;C;;;
11.01.2011;12:07:40.471;COL;19.56;450;N;@;0;901246;N;C;;;
11.01.2011;12:07:40.473;MYER;19.6;100;N;F;0;901247;N;C;;;
11.01.2011;12:09:00.428;BNGS;19.57;100;K;@;0;907587;N;C;;;
11.01.2011;12:12:35.934;ASX.BNGS;20.1405;1000;D;@;0;922625;N;C;T;;19.56
11.01.2011;12:14:25.323;LUM;19.85;100;Y;@;0;928745;N;C;;;
11.01.2011;12:14:25.405;LUMI;19.83;100;N;@;0;928747;N;C;;;
11.01.2011;12:14:25.421;FNX;19.635;100;K;@;0;928748;N;C;;;
11.01.2011;12:14:25.461;FTC;19.83;100;B;@;0;928749;N;C;;;
11.01.2011;12:14:25.763;ATR;19.67;100;N;@;0;928751;N;C;;;
11.01.2011;12:14:26.047;VER;19.78;100;N;F;0;928752;N;C;;;
11.01.2011;12:14:26.047;IBM;19.8;100;N;F;0;928753;N;C;;;
11.01.2011;12:14:26.047;ABCDEFGH;19.83;300;N;F;0;928754;N;C;;;
11.01.2011;12:14:26.049;APPL;19.9;100;T;F;0;928755;N;C;;;
11.01.2011;12:14:26.049;TSLA;19.9;100;T;F;0;928756;N;C;;;
11.01.2011;12:14:26.049;QAN;19.9;300;T;F;0;928757;N;C;;;
11.01.2011;12:17:51.015;BHP;19.88;100;K;@;0;940009;N;C;;;
11.01.2011;12:23:57.061;BHP1;19.89;100;K;@;0;963728;N;C;;;
11.01.2011;12:25:54.190;BHP2;19.85;100;Y;F;0;971047;N;C;;;
11.01.2011;12:26:12.630;BHP3;19.85;150;N;@;0;971721;N;C;;;
11.01.2011;12:26:12.630;QBE;19.68;200;N;F;0;971722;N;C;;;
11.01.2011;12:26:12.630;MAN;19.71;100;T;F;0;971723;N;C;;;
11.01.2011;12:26:12.632;ALB;19.85;100;K;@;0;971724;N;C;;;
11.01.2011;12:26:12.642;QUOTE;19.54;100;N;@;0;971725;N;C;;;
11.01.2011;12:26:12.762;ASX;19.68;250;W;F;0;971738;N;C;;;
11.01.2011;12:26:20.006;ASX.IBM;19.57;100;B;F;0;972459;N;C;;;
11.01.2011;12:26:20.052;ASX.TSLA;19.57;100;D;@;0;972462;N;C;T;;
11.01.2011;12:30:05.248;NAB;19.55;100;K;@;0;985065;N;C;;;
11.01.2011;12:30:17.832;WBC;19.55;100;K;F;0;985505;N;C;;;
11.01.2011;12:31:40.456;WOW;19.515;100;Z;@;0;991010;N;C;;;
11.01.2011;12:31:40.500;ASX.WOW;19.47;100;N;F;0;991012;N;C;;;
11.01.2011;12:31:40.508;ASX.QBE;19.36;200;Z;F;0;991013;N;C;;;
11.01.2011;12:31:40.508;COL;19.37;100;T;F;0;991014;N;C;;;
11.01.2011;12:31:40.514;MYER;19.37;100;N;F;0;991016;N;C;;;
11.01.2011;12:31:40.528;BNGS;19.28;100;N;F;0;991018;N;C;;;
11.01.2011;12:31:40.538;ASX.BNGS;19.3;100;P;F;0;991019;N;C;;;
11.01.2011;12:31:40.550;LUM;19.29;200;T;F;0;991021;N;C;;;
11.01.2011;12:31:40.550;LUMI;19.29;100;N;F;0;991024;N;C;;;
11.01.2011;12:31:40.578;FNX;19.29;100;Z;F;0;991031;N;C;;;
11.01.2011;12:31:40.584;FTC;19.26;100;N;F;0;991032;N;C;;;
11.01.2011;12:31:40.588;ATR;19.25;100;T;F;0;991033;N;C;;;
11.01.2011;12:31:40.804;VER;19.24;100;P;@;0;991050;N;C;;;
11.01.2011;12:31:42.883;IBM;19.19;100;K;@;0;991433;N;C;;;
11.01.2011;12:33:43.809;ABCDEFGH;19.35;200;N;@;0;1000159;N;C;;;
11.01.2011;12:33:43.817;APPL;19.36;100;N;F;0;1000160;N;C;;;
11.01.2011;12:33:58.820;TSLA;19.36;100;N;@;0;1001196;N;C;;;
11.01.2011;12:37:02.053;QAN;19.272;600;D;@;0;1012636;N;C;T;;
11.01.2011;12:38:40.153;BHP;19.261;435;D;@;0;1018083;N;C;T;;
11.01.2011;12:45:54.089;BHP1;19.46;100;N;F;0;1047004;N;C;;;
11.01.2011;12:45:54.175;BHP2;19.46;200;K;F;0;1047010;N;C;;;
11.01.2011;12:48:24.539;BHP3;19.48;300;K;@;0;1054485;N;C;;;
11.01.2011;12:48:26.565;QBE;19.48;100;N;@;0;1054522;N;C;;;
11.01.2011;12:48:26.581;MAN;19.48;100;K;@;0;1054523;N;C;;;
11.01.2011;12:48:26.589;ALB;19.48;100;K;F;0;1054524;N;C;;;
11.01.2011;12:49:33.737;QUOTE;19.48;100;K;F;0;1059833;N;C;;;
11.01.2011;12:56:20.847;ASX;19.35;100;K;F;0;1081045;N;C;;;
11.01.2011;12:59:11.152;ASX.IBM;19.363;118;D;@;0;1088945;N;C;T;;
11.01.2011;12:59:21.690;ASX.TSLA;19.43;100;K;F;0;1089173;N;C;;;
11.01.2011;13:00:10.675;NAB;19.395;100;Z;@;0;1091918;N;C;;;
